autorally,,,,29,28,1,2,0
autorally,buggy,/pose_estimate_new,"WheelOdometry subscribes to an unpublished topic: '/beta/pose_estimate'. But there is a publisher(s) {state_estimator, grount_truth_republisher, gazebo} that publishes the same message type: nav_msgs/Odometry as {/beta/pose_estimate_new,/ground_truth/state,/ground_truth/state_raw}. WheelOdometry was launched by /ros_ws/src/autorally/autorally_core/launch/wheel_odometry.launch"
autorally,buggy,/pose_estimate_new,state_estimator  publishes to an unsubscribed topic: '/beta/pose_estimate_new'. But there is a subscriber(s) WheelOdometry that subscribes to the same message type: nav_msgs/Odometry as /beta/pose_estimate. state_estimator was launched from /ros_ws/src/autorally/autorally_core/launch/stateEstimator.launch.
autorally,fixed,-,NO RELEVANT ERROR DETECTED
