turtlebot,,,,12,12,1,1,1
turtlebot,buggy,camera/depth/image_raw,camera_nodelet_manager subscribes to an unpublished topic: '/camera/depth/image_raw'. But there is a publisher(s) error_reproducer that publishes the same message type: sensor_msgs/Image as /camera/depth_registered/image_raw. camera_nodelet_manager was launched by /ros_ws/src/rgbd_launch/launch/includes/manager.launch.xml
turtlebot,fixed,camera/depth/image_raw,camera_nodelet_manager subscribes to an unpublished topic: '/camera/depth/image_raw'. But there is a publisher(s) error_reproducer that publishes the same message type: sensor_msgs/Image as /camera/depth_registered/image_raw. camera_nodelet_manager was launched by /ros_ws/src/rgbd_launch/launch/includes/manager.launch.xml
